iter	Logloss
0	0.689351609911	0.686070592
2	0.6828101292
3	0.6790731131
4	0.6758467619
5	0.6730472785
6	0.6694573016
7	0.6663380142
8	0.6629904755
9	0.6596047267
10	0.6552253912
11	0.6516137241
12	0.6485748922
13	0.6459239613
14	0.6430682978
15	0.6400468054
16	0.6371278999
17	0.6346573002
18	0.6320617297
19	0.6292766224
20	0.6269094924
21	0.6243383234
22	0.621965897
23	0.6186902385
24	0.6163931602
25	0.6136479654
26	0.6109873874
27	0.6090737965
28	0.6059296033
29	0.6030231823
30	0.60082516
31	0.5987560808
32	0.5964125956
33	0.5947175459
34	0.5919739274
35	0.5894781065
36	0.587131847
37	0.5847271375
38	0.5821217939
39	0.5804684221
40	0.578646447
41	0.5764506316
42	0.573822589
43	0.5718359198
44	0.5692006261
45	0.5670860858
46	0.5652847921
47	0.5634847594
48	0.561620665
49	0.5598883511
50	0.5584994229
51	0.5563502036
52	0.5545372451
53	0.5526756097
54	0.55026346
55	0.5486425605
56	0.5467262583
57	0.544305029
58	0.5426861471
59	0.5408552816
60	0.5389309718
61	0.537127282
62	0.5351557456
63	0.5334841515
64	0.53179402
65	0.5307062953
66	0.5291005284
67	0.5278207448
68	0.5256225649
69	0.5235287059
70	0.5220599529
71	0.5203244863
72	0.519415485
73	0.5181488794
74	0.5166628183
75	0.5151061381
76	0.5136342955
77	0.5125115134
78	0.5111096595
79	0.5102463084
80	0.5087366341
81	0.5076786073
82	0.506464241
83	0.5050284646
84	0.5034174013
85	0.5023089953
86	0.5009106407
87	0.4997240177
88	0.4982974155
89	0.4966445481
90	0.4956183631
91	0.4941181467
92	0.493083544
93	0.4919119591
94	0.4907835968
95	0.4895227921
96	0.4884937381
97	0.4877677476
98	0.4868561926
99	0.4860066816
100	0.4850945591
101	0.4841891833
102	0.4830853486
103	0.482140281
104	0.4809224468
105	0.4797246318
106	0.4788178373
107	0.4777191414
108	0.4768289298
109	0.4758896
110	0.4749105785
111	0.4739986451
112	0.4730172591
113	0.4721590152
114	0.4715733173
115	0.4709640377
116	0.4701614695
117	0.4691396666
118	0.4678285457
119	0.4669261333
120	0.4659239083
121	0.4648345128
122	0.4640082682
123	0.462888828
124	0.4619788178
125	0.4612153108
126	0.4604073201
127	0.4591910622
128	0.4582366313
129	0.4574258662
130	0.456423925
131	0.4559354861
132	0.4551025895
133	0.4542038657
134	0.4534173761
135	0.4527048789
136	0.4518278453
137	0.4510644329
138	0.4502595003
139	0.449291513
140	0.4482757631
141	0.4475193812
142	0.4464641603
143	0.4455770697
144	0.4446484905
145	0.4436599794
146	0.4428433505
147	0.4422108043
148	0.4413078245
149	0.4407488925
150	0.4400513704
151	0.4392390291
152	0.4386298755
153	0.437569232
154	0.4370449476
155	0.4364877181
156	0.4357786573
157	0.4351290238
158	0.4343981782
159	0.4334361179
160	0.432718545
161	0.432203214
162	0.4315376597
163	0.4307108792
164	0.4299718999
165	0.4292586145
166	0.4285135506
167	0.4279636982
168	0.4273570983
169	0.4264684945
170	0.4258530672
171	0.4248801302
172	0.4242055593
173	0.4236558331
174	0.4230752109
175	0.422550296
176	0.4216961191
177	0.421013572
178	0.4202454937
179	0.4197227541
180	0.4191886334
181	0.4184432227
182	0.4177658459
183	0.4170637525
184	0.4167185381
185	0.4160816413
186	0.415501366
187	0.4150646935
188	0.4144881698
189	0.413882957
190	0.41347428
191	0.4128122881
192	0.412220285
193	0.4114850257
194	0.4109550665
195	0.4103071355
196	0.4098714403
197	0.4091800028
198	0.4086494131
199	0.407674616
200	0.4070816355
201	0.4067919392
202	0.4063257895
203	0.4058235736
204	0.4052480903
205	0.4045838916
206	0.4038233166
207	0.4033356343
208	0.4027970369
209	0.4023292794
210	0.4017721129
211	0.4012768328
212	0.4007888983
213	0.4002106722
214	0.3997699958
215	0.3992293807
216	0.3988450736
217	0.3983011797
218	0.3978483972
219	0.3974589829
220	0.3969023523
221	0.3964305279
222	0.3958889039
223	0.3953138619
224	0.3947967655
225	0.3944432598
226	0.394092749
227	0.3936806986
228	0.3931783566
229	0.3927594965
230	0.3923034037
231	0.3918523237
232	0.3912731202
233	0.3907658601
234	0.3902676795
235	0.3897578027
236	0.3892108507
237	0.3888486752
238	0.3885104282
239	0.3880559748
240	0.3876200589
241	0.3868422705
242	0.386525493
243	0.3861295842
244	0.3857809965
245	0.3851595477
246	0.3845480296
247	0.3839036926
248	0.3834457082
249	0.3829136368
250	0.3824059668
251	0.3820048561
252	0.3816442568
253	0.3811154326
254	0.3806755129
255	0.3800864417
256	0.3797065483
257	0.379154426
258	0.3788244389
259	0.3785049817
260	0.3781320871
261	0.3776585603
262	0.3769212203
263	0.3765465602
264	0.3762000218
265	0.3759715183
266	0.3756027222
267	0.3752832334
268	0.3748953007
269	0.3746328433
270	0.3743543388
271	0.3741311633
272	0.3737233059
273	0.3732081011
274	0.3730627643
275	0.3724034522
276	0.3720199333
277	0.3716699269
278	0.3712889931
279	0.3708577117
280	0.3704237189
281	0.3700709698
282	0.3697779947
283	0.3691937155
284	0.3689659056
285	0.368413468
286	0.3676699173
287	0.3671272215
288	0.3668811893
289	0.3666287887
290	0.3665053312
291	0.3661704576
292	0.3659691929
293	0.3656874728
294	0.365147299
295	0.3648555535
296	0.3645168336
297	0.3639907206
298	0.3636682684
299	0.3633903314
300	0.3630399468
301	0.3628015124
302	0.3625492064
303	0.3621733169
304	0.3617525968
305	0.361520247
306	0.3612216287
307	0.3608179329
308	0.3604024777
309	0.360117069
310	0.3597737462
311	0.3593674967
312	0.3589379177
313	0.3585240703
314	0.3580592762
315	0.357655675
316	0.3572644005
317	0.3568289575
318	0.3566734377
319	0.3563469501
320	0.3558867273
321	0.3555801013
322	0.3552783619
323	0.3548859841
324	0.3545819117
325	0.3541754415
326	0.3538960544
327	0.3536385781
328	0.353296737
329	0.3529743163
330	0.3524808647
331	0.3520738901
332	0.3517844775
333	0.3515151158
334	0.3513096581
335	0.3509772435
336	0.3507083546
337	0.3502110568
338	0.3499496712
339	0.3496394512
340	0.3492975787
341	0.3489717531
342	0.3487299769
343	0.3481840339
344	0.3478846905
345	0.3476370819
346	0.347411668
347	0.3471898796
348	0.3468785877
349	0.3465403407
350	0.3464224319
351	0.3462430781
352	0.3459506705
353	0.3455024908
354	0.3453847712
355	0.3450286172
356	0.3446257095
357	0.3443616441
358	0.3441041363
359	0.3439297952
360	0.3434309211
361	0.3431079644
362	0.3429670728
363	0.3428467049
364	0.3426876226
365	0.3421557718
366	0.3418105259
367	0.3415064851
368	0.3413636074
369	0.3410043638
370	0.3407377448
371	0.3404027765
372	0.3402391229
373	0.3397368124
374	0.3395253962
375	0.3392196214
376	0.3387492156
377	0.338361882
378	0.3381500875
379	0.3376726513
380	0.3372766794
381	0.3369965672
382	0.3365772972
383	0.336141476
384	0.3360767207
385	0.3355444285
386	0.3352163015
387	0.3348154746
388	0.3343334986
389	0.3338909307
390	0.3337480529
391	0.3334631486
392	0.3333095204
393	0.3331809241
394	0.3329136746
395	0.3327024476
396	0.3323309087
397	0.3323108263
398	0.3320786657
399	0.3319350314
400	0.3316490236
401	0.331423326
402	0.3309208578
403	0.3305948431
404	0.3302377118
405	0.3300692976
406	0.3297771107
407	0.3294974083
408	0.3293827782
409	0.3293042774
410	0.3289652738
411	0.3287653332
412	0.328501457
413	0.3282833888
414	0.3280455219
415	0.3277702647
416	0.3277060138
417	0.3275919512
418	0.327147271
419	0.3267910855
420	0.3264799512
421	0.3263678117
422	0.3260581907
423	0.3257663821
424	0.3254648634
425	0.3251608856
426	0.3249497217
427	0.3246846475
428	0.3244225999
429	0.3241396817
430	0.3239176096
431	0.3236497611
432	0.3235525336
433	0.323290549
434	0.3229318414
435	0.3225671437
436	0.3223610555
437	0.3220298074
438	0.32177107
439	0.3215914009
440	0.321417911
441	0.3212589232
442	0.3211014172
443	0.3208835696
444	0.3207086295
445	0.3202551219
446	0.3198804934
447	0.3196672172
448	0.3194800133
449	0.3193423058
450	0.3190127917
451	0.3187840359
452	0.318315774
453	0.3181247869
454	0.317914348
455	0.3178395673
456	0.3177172448
457	0.3175857166
458	0.3174696363
459	0.3171508411
460	0.3170165385
461	0.3166932666
462	0.3165256406
463	0.3161892852
464	0.3160463443
465	0.3155349858
466	0.3151790524
467	0.3148818213
468	0.3146687342
469	0.3145499111
470	0.3143381166
471	0.3140279912
472	0.3138482275
473	0.313532049
474	0.3133664722
475	0.3130140699
476	0.3126314021
477	0.3124793817
478	0.3122671774
479	0.3119536786
480	0.3118045271
481	0.3115793023
482	0.3114575473
483	0.3112994738
484	0.310828469
485	0.3104918929
486	0.310344097
487	0.3102328088
488	0.3099762467
489	0.3097700639
490	0.3095580802
491	0.309343007
492	0.3089925593
493	0.3088313016
494	0.308625371
495	0.3081593789
496	0.3078201861
497	0.3075855665
498	0.3073777128
499	0.3071980122
500	0.3070976951
501	0.3068580943
502	0.3065729062
503	0.3063081473
504	0.3060560305
505	0.3058163667
506	0.3055258507
507	0.3051808885
508	0.3048170105
509	0.3046846626
510	0.3044449987
511	0.3040243417
512	0.3037668023
513	0.3036707728
514	0.3033080613
515	0.3031379763
516	0.3029496374
517	0.3026845002
518	0.3023589583
519	0.3022107842
520	0.3018936283
521	0.3015546247
522	0.3012225569
523	0.3010209769
524	0.3009165614
525	0.3006895081
526	0.3002260066
527	0.2999487633
528	0.2996243564
529	0.2994910626
530	0.2991236537
531	0.2988829179
532	0.2987029651
533	0.2985313983
534	0.298202893
535	0.2980187156
536	0.297790086
537	0.2976405877
538	0.2974796138
539	0.2971969163
540	0.2969298245
541	0.2965237956
542	0.2962794028
543	0.2960850109
544	0.2958132531
545	0.2956285083
546	0.2951773651
547	0.2948981987
548	0.2946361195
549	0.2943893307
550	0.2942273479
551	0.2939711326
552	0.2936381821
553	0.2930753093
554	0.2928575563
555	0.2926654343
556	0.2925394547
557	0.2923208189
558	0.2921767432
559	0.291952275
560	0.2918201163
561	0.2915386168
562	0.2913013175
563	0.2910354866
564	0.2906310657
565	0.2904367999
566	0.2903241875
567	0.289912547
568	0.2897777084
569	0.2896187837
570	0.2893651537
571	0.289214615
572	0.2890558795
573	0.2888780704
574	0.2887382823
575	0.2885956252
576	0.2884406098
577	0.2882585131
578	0.2880902881
579	0.2879462124
580	0.287645671
581	0.2875800015
582	0.2874081824
583	0.2872523158
584	0.2870216685
585	0.2867246896
586	0.286548583
587	0.2864560844
588	0.2862626068
589	0.2860390529
590	0.2858090046
591	0.2856145811
592	0.2854643262
593	0.2852420649
594	0.2850793886
595	0.284942627
596	0.2847241488
597	0.2845299461
598	0.2842054131
599	0.2838255197
600	0.2835794244
601	0.2833587079
602	0.2832050796
603	0.2830864142
604	0.2829498732
605	0.2824822418
606	0.2822125017
607	0.2820711688
608	0.2818920356
609	0.2816170937
610	0.2814585158
611	0.281201134
612	0.2809189726
613	0.2807785539
614	0.2804888576
615	0.2804270973
616	0.2802989109
617	0.2801035416
618	0.2800060304
619	0.279750887
620	0.2795894402
621	0.2791406931
622	0.2788955752
623	0.2788261855
624	0.2786308478
625	0.27837107
626	0.2781596538
627	0.2780344309
628	0.2778987412
629	0.2777114742
630	0.2775454561
631	0.2773545005
632	0.2770451002
633	0.2768462
634	0.2767089339
635	0.2764635953
636	0.2763424708
637	0.2760024898
638	0.2758895622
639	0.2754917618
640	0.2753165064
641	0.2751271272
642	0.2747651408
643	0.2746822263
644	0.2745553009
645	0.2744191067
646	0.2741816812
647	0.27398751
648	0.2737431172
649	0.2735272873
650	0.2732900194
651	0.2731753578
652	0.2729767728
653	0.2727859749
654	0.2725119473
655	0.27235958
656	0.2722697613
657	0.2720950418
658	0.2718368404
659	0.2715070425
660	0.2713118624
661	0.2710977349
662	0.2709123911
663	0.2707015424
664	0.2704673326
665	0.270286497
666	0.2701500506
667	0.2700016558
668	0.2697467331
669	0.2694808708
670	0.2693478923
671	0.2692146617
672	0.2688934074
673	0.268731267
674	0.268653176
675	0.2685590381
676	0.268315465
677	0.2680782917
678	0.2679728989
679	0.2678043901
680	0.2677192688
681	0.2675236473
682	0.2672939458
683	0.267194543
684	0.2669542171
685	0.2668152171
686	0.2665887628
687	0.266298562
688	0.266132071
689	0.2658947086
690	0.2655946085
691	0.2654267934
692	0.2651645251
693	0.2648029485
694	0.2646559093
695	0.2644296126
696	0.2642674564
697	0.264056056
698	0.2638654472
699	0.2637184868
700	0.2634069742
701	0.2632622364
702	0.2630900864
703	0.2628870562
704	0.2626030031
705	0.2622581986
706	0.2619898615
707	0.2618068033
708	0.2616512835
709	0.2615396484
710	0.2611551521
711	0.2609029565
712	0.260690894
713	0.2604881161
714	0.2602617879
715	0.2600764282
716	0.2599742511
717	0.2597618891
718	0.2595439942
719	0.259294636
720	0.2591601285
721	0.2589828554
722	0.2588226697
723	0.2587317632
724	0.2586146583
725	0.2584697944
726	0.2582048306
727	0.2579601382
728	0.2578339222
729	0.2575803867
730	0.2574030663
731	0.2571015476
732	0.256933433
733	0.2567429661
734	0.2565475022
735	0.2562906092
736	0.2560430795
737	0.2557929488
738	0.2553917593
739	0.2553099955
740	0.2551820613
741	0.2550454573
742	0.2548632661
743	0.2545402779
744	0.2543032465
745	0.2540557641
746	0.2539866897
747	0.2538213493
748	0.2537465844
749	0.2536640798
750	0.2533500293
751	0.2530482111
752	0.2527758543
753	0.2525261966
754	0.2524723179
755	0.2522514753
756	0.252130335
757	0.2520175965
758	0.2517189783
759	0.2515340915
760	0.2512200568
761	0.2510182089
762	0.2507481851
763	0.2506170982
764	0.2504676787
765	0.2503122692
766	0.2500737876
767	0.2499314616
768	0.2496788718
769	0.2495609473
770	0.2493768645
771	0.2491595844
772	0.2490008331
773	0.2487264901
774	0.2485025422
775	0.248188208
776	0.2480740823
777	0.2477624594
778	0.2476648378
779	0.2474452563
780	0.2472803415
781	0.2469176616
782	0.2467202746
783	0.2465590012
784	0.2463474116
785	0.2461725976
786	0.2460220904
787	0.2458662553
788	0.2455964522
789	0.2454124955
790	0.2451579827
791	0.2450329016
792	0.2449438552
793	0.2446613785
794	0.2444062982
795	0.2442362604
796	0.244149547
797	0.2439707764
798	0.2438285607
799	0.2436749167
800	0.2435018997
801	0.2432402934
802	0.2430971634
803	0.2427976151
804	0.2426521207
805	0.2425002736
806	0.2420011788
807	0.2417877134
808	0.241576912
809	0.2413424973
810	0.241137213
811	0.240822532
812	0.2406587522
813	0.2403578009
814	0.2401808747
815	0.2399587237
816	0.2398985082
817	0.2397202106
818	0.2395713113
819	0.2393242229
820	0.2391394623
821	0.2389783938
822	0.2387271913
823	0.2386102125
824	0.2384635043
825	0.2383291544
826	0.2381009819
827	0.2377772055
828	0.2376428872
829	0.237367961
830	0.2372131032
831	0.2369797919
832	0.2367502008
833	0.2365579999
834	0.2364136877
835	0.2362254277
836	0.2360964215
837	0.2360034186
838	0.2357021048
839	0.2353277285
840	0.2351111105
841	0.2348732121
842	0.2347531595
843	0.2345134325
844	0.2342153029
845	0.2340301167
846	0.2339188126
847	0.2336604851
848	0.2335523968
849	0.2334319501
850	0.2332932023
851	0.2330585196
852	0.2328380711
853	0.2327290054
854	0.2325268895
855	0.2323813005
856	0.2322549741
857	0.2321062482
858	0.2318818904
859	0.2316890906
860	0.2315035418
861	0.2313495668
862	0.2310448481
863	0.230926892
864	0.2305245202
865	0.2304428668
866	0.2302319866
867	0.2300438684
868	0.2299024251
869	0.2297158832
870	0.2294165556
871	0.22921362
872	0.229111238
873	0.2287747722
874	0.2285677382
875	0.2283111761
876	0.2280388351
877	0.2279250405
878	0.2276863855
879	0.2276427371
880	0.2275872664
881	0.2273882716
882	0.2272056075
883	0.2270838998
884	0.2269823216
885	0.2268486338
886	0.2267110052
887	0.2264834475
888	0.2261463827
889	0.225909241
890	0.2258011999
891	0.2256347089
892	0.2255088239
893	0.2251788368
894	0.2250445185
895	0.2248580554
896	0.2246656654
897	0.2245270595
898	0.2243050662
899	0.2241134959
900	0.2238298842
901	0.2236859976
902	0.2235294058
903	0.2234177865
904	0.2233318455
905	0.2231464544
906	0.2230578336
907	0.2229405238
908	0.2228123216
909	0.222644869
910	0.2225194253
911	0.2223797317
912	0.2222905908
913	0.2221377507
914	0.2219769817
915	0.2216787575
916	0.2214755697
917	0.2213255827
918	0.2211079873
919	0.2208398866
920	0.2207655473
921	0.2206336565
922	0.2204322184
923	0.2203072635
924	0.2201339154
925	0.2198973727
926	0.2197031699
927	0.2195379714
928	0.219389482
929	0.2192974406
930	0.2191860104
931	0.2188994037
932	0.2187323767
933	0.2185614089
934	0.218421274
935	0.2181695513
936	0.2180772892
937	0.2179137616
938	0.2177622456
939	0.2173457343
940	0.2171278236
941	0.2169231226
942	0.2168354161
943	0.2167051962
944	0.2164829191
945	0.2163716939
946	0.2161924346
947	0.2161723208
948	0.2160449225
949	0.2159210079
950	0.2157993474
951	0.2154045263
952	0.2151867417
953	0.214990537
954	0.2148587251
955	0.2146217567
956	0.2144541937
957	0.2143031034
958	0.2141675397
959	0.2140924753
960	0.2139383742
961	0.2137518008
962	0.2136120914
963	0.213580297
964	0.2134198433
965	0.2133357466
966	0.2130547043
967	0.2127306599
968	0.2125828641
969	0.2123535408
970	0.2120585796
971	0.211843995
972	0.2117018581
973	0.2114732285
974	0.2113682771
975	0.2112785213
976	0.2111845726
977	0.2110765788
978	0.2110120915
979	0.210788049
980	0.2105890069
981	0.2104452149
982	0.210237771
983	0.2100844265
984	0.2100169284
985	0.2098120382
986	0.209649882
987	0.2095262827
988	0.2092989457
989	0.2090704106
990	0.2089514141
991	0.2087967613
992	0.2086792623
993	0.2084902298
994	0.2084064326
995	0.2083475728
996	0.2081255479
997	0.2079630765
998	0.2078125221
999	0.2076081836
816
5098
92
